,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
1854,5988,Inactive,0,100.0,342.3,190.0,395.0,23,8,11,5,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
1855,9415,Inactive,0,100.0,325.36,96.3,575.0,23,2,7,0,C[C@H]1C(=O)O[C@@H]2CCN3[C@@H]2C(=CC3)COC(=O)[C@]([C@]1(C)O)(C)O
1856,71905,Inactive,0,100.0,263.25,95.7,421.0,19,2,5,3,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NCCO
1857,517383,Inactive,0,100.0,264.25,27.1,154.0,18,4,5,1,C1=CC=C(C=C1)C2=CC=CC=C2[O-].O.O.O.O.[Na+]
1858,23662383,Inactive,0,100.0,232.28,74.8,210.0,14,0,4,7,CCCCC(CC)COS(=O)(=O)[O-].[Na+]
1859,5356789,Inactive,0,100.0,267.5,26.0,175.0,19,1,1,15,CCCCCCCC/C=C\\CCCCCCCCN
1860,16218600,Inactive,0,100.0,430.6,96.2,417.0,30,3,6,20,CCCCCCCCCCCCCCCCCC(=O)OC[C@H]([C@@H]1[C@@H]([C@H](CO1)O)O)O
1861,5819,Inactive,0,100.0,776.87,92.8,420.0,24,3,5,5,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N
1862,7615,Inactive,0,100.0,292.41,87.4,199.0,20,4,6,11,CC(CN(CCN(CC(C)O)CC(C)O)CC(C)O)O
1863,6909,Inactive,0,100.0,232.41,60.9,202.0,12,0,3,0,C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl
1864,985,Inactive,0,100.0,256.42,37.3,178.0,18,1,2,14,CCCCCCCCCCCCCCCC(=O)O
1865,23707968,Inactive,0,100.0,348.5,65.6,370.0,23,0,3,11,CCCCCCCCCC(CC)C1=CC=C(C=C1)S(=O)(=O)[O-].[Na+]
1866,92839,Inactive,0,100.0,152.19,29.5,97.7,11,1,2,3,CC(COC1=CC=CC=C1)O
1867,9864,Inactive,0,100.0,42.04,49.8,29.3,3,1,2,0,C(#N)N
1868,3698,Inactive,0,100.0,187.2,68.0,301.0,14,2,3,1,C1=CN=CC=C1C2=CNC(=O)C(=C2)N
1869,11273,Active,59,0.419981,302.4,54.4,590.0,22,1,3,0,C[C@]12CCC(=O)C(=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CCC4=O)C)O
1870,38258,Inactive,0,100.0,388.29,222.0,627.0,27,8,8,6,C(NC(=O)NC1C(=O)NC(=O)N1CO)NC(=O)NC2C(=O)NC(=O)N2CO
1871,4197,Inactive,0,100.0,211.22,65.8,419.0,16,1,3,1,CC1=C(C=C(C(=O)N1)C#N)C2=CC=NC=C2
1872,28417,Active,58,0.0160903,337.5,46.3,677.0,25,1,3,1,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC5=C(C[C@]34C)C=NO5
1873,9782,Active,64,0.00227281,392.5,94.8,805.0,28,3,6,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C
1874,20469,Active,63,0.0119856,408.9,94.8,805.0,28,3,5,2,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)Cl)C
1875,27461,Inactive,0,100.0,367.05,167.0,293.0,22,0,10,7,C(CN(CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Fe+3]
1876,17100,Inactive,0,100.0,154.25,20.2,168.0,11,1,1,1,CC1=CCC(CC1)C(C)(C)O
1877,2750,Inactive,0,100.0,333.4,80.7,440.0,23,1,4,5,CC1(CCCCC1)COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
1878,2763,Inactive,0,100.0,289.15,46.5,333.0,18,1,3,4,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
1879,16722126,Inactive,0,100.0,318.4,66.9,622.0,23,0,4,6,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)OCN2C(=O)CN(C2=O)CC#C)C
1880,71808,Inactive,0,100.0,221.47,61.4,147.0,11,3,2,1,CNC(=O)NC(C(Cl)(Cl)Cl)O
1881,779179,Inactive,0,100.0,347.4,62.3,451.0,25,0,5,4,COC1=CC=C(C=C1)C(=O)N2CCN(CC2)CC(=O)N3CCOCC3
1882,178144,Inactive,0,100.0,331.5,37.7,413.0,24,0,4,8,CC1=C(N(C2=C1C=C(C=C2)C(=O)OCCN(C)C)CCN(C)C)C
1883,6668,Inactive,0,100.0,370.4,178.0,606.0,24,4,8,4,C1=CC(=C(C=C1N)S(=O)(=O)O)C=CC2=C(C=C(C=C2)N)S(=O)(=O)O
1884,10275,Inactive,0,100.0,191.26,93.2,170.0,13,2,4,1,C1=CC=C(C=C1)C2=C(N=C(S2)N)N
1885,42963,Inactive,0,100.0,294.3,107.0,373.0,21,3,6,7,CC1=C(C(=CC=C1)C)NC(=O)CN(CC(=O)O)CC(=O)O
1886,5343,Inactive,0,100.0,278.33,106.0,387.0,19,2,6,3,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N
1887,3109,Active,51,2.485,252.3,102.0,199.0,16,0,4,3,C1=CC=[N+](C(=C1)SSC2=CC=CC=[N+]2[O-])[O-]
1888,8798,Inactive,0,100.0,187.18,116.0,205.0,12,1,5,1,CC(=O)NC1=NC=C(S1)[N+](=O)[O-]
1889,6474573,Inactive,0,100.0,180.23,95.4,180.0,12,2,3,2,C1=CC(=CN=C1)/C=N/NC(=S)N
1890,71957,Inactive,0,100.0,196.14,113.0,214.0,12,4,5,3,C[C@@H](C(=O)N[C@@H](C)P(=O)(O)O)N
1891,13953,Inactive,0,100.0,324.4,83.6,443.0,22,2,3,3,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCCCC2
1892,3083671,Inactive,0,100.0,282.36,83.6,402.0,19,2,3,3,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCC2
1893,27990,Inactive,0,100.0,535.8,48.4,725.0,39,0,4,15,CC1=C(C(=C(C2=C1O[C@](CC2)(C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C)OC(=O)C3=CN=CC=C3)C
1894,10761,Inactive,0,100.0,380.79,151.0,413.0,23,3,9,6,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)(O)O.[Cl-]
1895,9561033,Inactive,0,100.0,197.15,100.0,260.0,14,1,5,2,CC(=O)N/N=C/C1=CC=C(O1)[N+](=O)[O-]
1896,71873,Inactive,0,100.0,347.5,89.8,198.0,24,4,5,16,CCCCCCCCCCCCCCNCCO.CC(C(=O)O)O
1897,71208,Inactive,0,100.0,159.18,33.1,160.0,12,1,2,0,CC1=C2C=CC=NC2=C(C=C1)O
1898,22601,Inactive,0,100.0,156.1,91.6,176.0,11,1,5,1,C1=C(OC(=C1)[N+](=O)[O-])C=NO
1899,36143,Inactive,0,100.0,167.16,83.6,164.0,12,3,4,2,C1=CC(=CC=C1[C@@H](C(=O)O)N)O
1900,1550874,Inactive,0,100.0,191.23,49.3,196.0,14,2,2,4,C1=CC=C(C=C1)/C=C/C(=O)NCCO
1901,10209,Inactive,0,100.0,174.2,40.5,181.0,13,2,2,0,CC1=C(C2=CC=CC=C2C(=C1)O)O
1902,11104,Inactive,0,100.0,274.27,54.0,279.0,20,0,5,6,COC1=CC=CC=C1OC(=O)OC2=CC=CC=C2OC
1903,10718,Inactive,0,100.0,257.24,86.6,338.0,19,3,4,3,C1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)C(=O)O)O
1904,1549158,Inactive,0,100.0,237.29,159.0,289.0,16,4,4,3,C1=CC(=CC=C1NN=C(N)N)N=NC(=S)N
1905,8262,Inactive,0,100.0,228.3,85.0,314.0,13,0,4,4,CCS(=O)(=O)C(C)(C)S(=O)(=O)CC
1906,65659,Inactive,0,100.0,282.76,41.6,275.0,19,1,3,5,C1COCCN1CCCNC(=O)C2=CC=C(C=C2)Cl
1907,65784,Active,46,23.0141,173.17,77.8,216.0,12,2,4,1,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O
1908,6433,Inactive,0,100.0,242.4,85.0,333.0,14,0,4,5,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC
1909,6288,Inactive,0,100.0,119.12,83.6,93.3,8,3,4,2,C[C@H]([C@@H](C(=O)O)N)O
1910,667492,Inactive,0,100.0,234.28,108.0,309.0,16,2,3,1,CN1C2=CC=CC=C2C(=C1O)N=NC(=S)N
1911,5902,Inactive,0,100.0,320.5,41.6,311.0,23,1,4,12,CCN(CC)CCNC(C1=CC=CC=C1)C(=O)OCCC(C)C
1912,5962,Inactive,0,100.0,146.19,89.3,106.0,10,3,4,5,C(CCN)C[C@@H](C(=O)O)N
1913,14871,Inactive,0,100.0,274.4,66.8,206.0,19,2,4,14,CCCCCCCCCCCC(=O)OCC(CO)O
1914,24699,Inactive,0,100.0,358.6,66.8,281.0,25,2,4,20,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
1915,67678,Inactive,0,100.0,240.3,177.0,192.0,14,4,8,7,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N
1916,74325,Inactive,0,100.0,165.19,49.3,151.0,12,2,2,2,CCC(=O)NC1=CC=C(C=C1)O
1917,2468,Inactive,0,100.0,157.22,103.0,156.0,11,3,1,4,CCCCN=C(N)N=C(N)N
1918,4765,Inactive,0,100.0,174.18,83.0,207.0,11,2,4,1,C1=CC(=CC=C1O)S(=O)(=O)O
1919,92159,Inactive,0,100.0,213.7,21.3,154.0,14,2,2,1,CC1C(OCCN1)C2=CC=CC=C2.Cl
1920,6999030,Inactive,0,100.0,213.19,124.0,235.0,15,5,6,3,C1=CC(=C(C=C1[C@@H]([C@@H](C(=O)O)N)O)O)O
1921,39526,Inactive,0,100.0,414.0,52.1,578.0,28,0,4,3,C1CC2CN(CCN2C1)CCC(=O)N3C4=CC=CC=C4SC5=C3C=C(C=C5)Cl
1922,28554,Inactive,0,100.0,284.78,41.6,252.0,19,1,3,8,CCN(CC)CCNC(=O)COC1=CC=C(C=C1)Cl
1923,11033,Active,49,11.5344,215.23,124.0,301.0,14,3,4,2,C1=CC(=CC=C1N)S(=O)(=O)NC(=O)N
1924,68770,Inactive,0,100.0,363.5,82.6,411.0,26,4,4,8,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O
1925,122125,Inactive,0,100.0,541.5,34.2,568.0,36,2,7,8,COC1=C(C(=C(C=C1)CN2CCN(CC2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F)OC)OC.Cl.Cl
1926,9927058,Inactive,0,100.0,319.8,92.2,445.0,20,0,4,2,C1C(S/C(=C(/C#N)\\N2C=CN=C2)/S1)C3=CC=CC=C3Cl
1927,65894,Inactive,0,100.0,285.32,112.0,477.0,19,2,6,3,C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O
1928,5717,Inactive,0,100.0,575.7,124.0,1010.0,41,2,6,9,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
1929,71335,Inactive,0,100.0,357.4,64.09899999999999,679.0,26,1,7,3,CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F
1930,71329,Inactive,0,100.0,441.6,122.0,672.0,29,2,8,11,CN(CCC1=CC=C(C=C1)NS(=O)(=O)C)CCOC2=CC=C(C=C2)NS(=O)(=O)C
1931,5282136,Inactive,0,100.0,431.6,104.0,569.0,30,1,7,11,C1CCN(CC1)CC2=CC(=NC=C2)OC/C=C\\CNC(=O)CS(=O)CC3=CC=CO3
1932,71339,Active,49,7.85827,350.4,128.0,609.0,24,1,6,3,C[C@@H]1[C@@H]2[C@H](C(=O)N2C(=C1SC3CN4C=NC=[N+]4C3)C(=O)[O-])[C@@H](C)O
1933,11954316,Inactive,0,100.0,766.3,169.0,361.0,45,5,11,6,C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].C1=CC(=C(C(=C1)C(=O)C2=CC=C(C=C2)Br)N)CC(=O)[O-].O.O.O.[Na+].[Na+]
1934,119182,Inactive,0,100.0,303.68,119.0,370.0,20,3,8,2,C1=NC2=C(N=C(N=C2N1[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)F)Cl)N
1935,446596,Inactive,0,100.0,500.6,146.0,694.0,35,4,9,17,C[C@H]([C@H]1[C@@H](O1)C[C@H]2CO[C@H]([C@@H]([C@@H]2O)O)C/C(=C/C(=O)OCCCCCCCCC(=O)O)/C)[C@H](C)O
1936,134669,Inactive,0,100.0,179.24,109.0,120.0,11,3,5,6,C(CO)CSC[C@@H](C(=O)O)N
1937,5282474,Inactive,0,100.0,520.6,183.0,711.0,35,3,9,10,CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)/C=C(\\CC3=CC=CS3)/C(=O)O.CS(=O)(=O)O
1938,53398649,Inactive,0,100.0,373.9,38.8,435.0,26,1,4,9,CN(C)CCOC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)OCC#C.Cl
1939,60834,Inactive,0,100.0,333.9,49.5,312.0,22,2,3,6,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=CC=CC=C32.Cl
1940,5742631,Inactive,0,100.0,286.33,102.0,414.0,21,3,6,4,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)[C@H]4C[C@@H](C=C4)CO
1941,60855,Inactive,0,100.0,332.31,201.0,518.0,23,7,8,6,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N
1942,135398508,Inactive,0,100.0,277.28,126.0,480.0,20,4,5,2,C=C1[C@H](C[C@@H]([C@H]1CO)O)N2C=NC3=C2N=C(NC3=O)N
1943,60877,Inactive,0,100.0,247.25,113.0,374.0,16,2,5,2,C1[C@H](O[C@H](S1)CO)N2C=C(C(=NC2=O)N)F
1944,60854,Inactive,0,100.0,412.9,76.7,573.0,28,1,5,4,C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
1945,115367,Inactive,0,100.0,463.0,85.0,615.0,31,1,6,6,C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54.Cl
1946,60953,Inactive,0,100.0,359.35,121.0,582.0,25,3,7,7,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O
1947,6918296,Inactive,0,100.0,528.5,58.2,964.0,37,2,8,2,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)NC4=C(C=CC(=C4)C(F)(F)F)C(F)(F)F)CC[C@@H]5[C@@]3(C=CC(=O)N5)C
1948,3393,Inactive,0,100.0,387.9,35.9,540.0,27,0,4,6,CCN(CC)CCN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F
1949,176870,Inactive,0,100.0,393.4,74.7,525.0,29,1,7,11,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
1950,4496,Inactive,0,100.0,295.29,78.5,480.0,22,0,4,1,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3
1951,123619,Inactive,0,100.0,358.8,68.3,514.0,24,0,4,3,CC1=NC=C(C=C1)C2=C(C=C(C=N2)Cl)C3=CC=C(C=C3)S(=O)(=O)C
1952,35455,Inactive,0,100.0,320.4,40.6,462.0,24,0,2,4,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C
1953,36273,Inactive,0,100.0,325.4,98.5,500.0,22,1,5,3,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)N=CN3CCCCCC3)C(=O)O)C
1954,34001,Inactive,0,100.0,341.8,89.6,369.0,23,3,5,7,C1CC(CCC1CN)C(=O)OC2=CC=C(C=C2)CCC(=O)O.Cl
1955,56649463,Active,50,4.41903,462.9,95.8,889.0,31,4,8,2,C[C@@H]1C[C@H]2[C@@H]3C[C@@H](C4=CC(=O)C(=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C)Cl)F.O
1956,121097,Inactive,0,100.0,403.9,55.8,481.0,28,1,5,8,COC(=O)C1=CC=CC=C1C(=O)C2=CC=C(C=C2)OCCN3CCCCC3.Cl
1957,20056587,Inactive,0,100.0,667.7,381.0,899.0,44,14,20,9,C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)O)N)NC(=O)C(CN)O)O.OS(=O)(=O)O
1958,4006,Inactive,0,100.0,288.4,103.0,363.0,18,0,6,6,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C
1959,4770,Inactive,0,100.0,179.22,52.3,153.0,13,1,2,5,C1=CC=C(C=C1)CCCOC(=O)N
1960,68873,Active,73,0.0301065,366.5,43.4,828.0,27,0,3,0,C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C
1961,20054835,Inactive,0,100.0,298.37,46.2,429.0,21,0,5,1,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3C24[C@H]1CCC(O3)(OO4)C)OC)C
1962,152951,Inactive,0,100.0,508.6,189.0,887.0,35,5,8,9,C[C@@H]1CCN([C@H](C1)C(=O)O)C(=O)[C@H](CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NC[C@@H](C3)C
1963,444025,Active,49,0.364749,466.9,99.1,882.0,32,1,7,7,CCOC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)C(=O)OCCl
1964,444020,Inactive,0,100.0,267.28,154.0,263.0,18,8,8,5,C1[C@@H]([C@@H]([C@H]([C@@H]([C@]1(CO)O)O)O)O)NC(CO)CO
1965,175804,Inactive,0,100.0,310.9,32.299,308.0,21,2,2,4,CCCN1CCCC[C@H]1C(=O)NC2=C(C=CC=C2C)C.Cl
1966,60196289,Inactive,0,100.0,384.4,101.0,623.0,27,1,8,5,C[C@@H]1CC[C@H]2[C@H](C(OC3C24[C@H]1CCC(O3)(OO4)C)OC(=O)CCC(=O)O)C
1967,3936,Inactive,0,100.0,328.4,66.7,407.0,23,0,4,4,CN(C1=NC(=CC=C1)OC)C(=S)OC2=CC3=C(CCCC3)C=C2
1968,14010333,Inactive,0,100.0,337.8,72.7,297.0,23,5,4,7,CC(CCC1=CC=C(C=C1)O)NCC(C2=CC=C(C=C2)O)O.Cl
1969,3191,Inactive,0,100.0,469.7,29.5,594.0,35,0,3,10,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4
1970,2176,Inactive,0,100.0,447.5,133.0,808.0,31,1,9,8,CCOC(=O)OC(C)OC1=C(N(S(=O)(=O)C2=CC=CC=C21)C)C(=O)NC3=CC=CC=N3
1971,26650,Inactive,0,100.0,307.4,48.0,328.0,22,0,4,4,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCCCCCC2
1972,23680486,Inactive,0,100.0,426.4,119.0,595.0,31,3,5,7,C1=CC=C(C=C1)C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)NC3=CC=C(C=C3)C(=O)[O-].[Na+]
1973,23706211,Inactive,0,100.0,493.9,142.0,764.0,32,2,9,4,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-].O.[Na+]
1974,50248,Inactive,0,100.0,359.7,63.2,365.0,21,1,3,3,CSC1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl
1975,3033968,Active,56,0.000648625,310.4,37.3,648.0,23,1,2,2,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1976,3778,Inactive,0,100.0,230.31,23.6,340.0,17,0,2,2,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)C(C)C
1977,1584822,Inactive,0,100.0,319.4,115.0,519.0,21,1,5,4,C/C(=C\\C1=CC=CC=C1)/C=C/2\\C(=O)N(C(=S)S2)CC(=O)O
1978,65947,Active,58,1.19856,461.5,125.0,931.0,32,1,11,4,CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C
1979,60164,Inactive,0,100.0,412.5,46.5,645.0,31,1,3,4,COC1=C(C=C(C=C1)C2=CC3=C(C=C2)C=C(C=C3)C(=O)O)C45CC6CC(C4)CC(C6)C5
1980,135400182,Inactive,0,100.0,458.5,177.0,790.0,32,4,9,9,CC1=NC2=C(C=C(C=C2)CN(C)C3=CC=C(S3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)N1
1981,2187,Inactive,0,100.0,293.4,78.3,456.0,22,0,4,4,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N
1982,4410,Inactive,0,100.0,360.4,81.1,631.0,26,2,7,2,CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2N4CCC(CC4)O)F)C(=O)O
1983,71489,Inactive,0,100.0,417.4,43.1,411.0,26,1,2,6,C[N+]1(CCCCC1)CCC(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N.[Br-]
1984,71616,Inactive,0,100.0,349.31,76.7,448.0,25,1,8,5,C[C@@H](C1=NC=NC=C1F)[C@](CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
1985,5282402,Inactive,0,100.0,373.9,49.8,488.0,26,2,4,5,CN(C)CC/C=C\\1/C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O.Cl
1986,60871,Inactive,0,100.0,501.5,167.0,706.0,34,1,12,15,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C
1987,91274,Inactive,0,100.0,412.0,97.0,474.0,26,2,5,6,CC1=C(SC=C1)C(=CCCN2CCC[C@H](C2)C(=O)O)C3=C(C=CS3)C.Cl
1988,441401,Inactive,0,100.0,337.35,71.1,472.0,24,1,6,4,CC(=O)NC[C@H]1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
1989,71916,Inactive,0,100.0,251.28,78.8,282.0,18,3,4,6,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C
1990,135398748,Inactive,0,100.0,253.26,126.0,344.0,18,4,5,5,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N
1991,444008,Active,64,0.00379019,312.4,37.3,636.0,23,1,2,1,C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
1992,4499,Inactive,0,100.0,388.4,110.0,704.0,28,1,7,7,CC1=C(C(C(=C(N1)C)C(=O)OCC(C)C)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC
1993,54585,Inactive,0,100.0,357.32,149.0,545.0,26,4,8,7,C1=CC(=CC=C1C(=O)NCCC(=O)O)N=NC2=CC(=C(C=C2)O)C(=O)O
1994,60196291,Inactive,0,100.0,1699.8,606.0,3280.0,124,21,21,37,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(=O)N)NC(=O)[C@@H](CC2=CNC3=CC=CC=C32)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC5=CNC6=CC=CC=C65)NC(=O)[C@H](CC7=CN=CN7)NC(=O)[C@@H]8CCC(=O)N8.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O
1995,122188,Inactive,0,100.0,441.9,122.0,613.0,30,3,7,10,CN1C(=CC(=O)N(C1=O)C)NCCN(CCCC2=CC=C(C=C2)[N+](=O)[O-])CCO.Cl
1996,518605,Active,50,5.35378,395.68,55.4,84.8,10,0,6,0,O1[As]2O[As]3O[As]1O[As](O2)O3
1997,71384,Inactive,0,100.0,268.27,98.8,404.0,19,2,6,3,C[C@@H](CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
1998,454216,Active,49,6.74001,723.6,215.0,1350.0,51,5,16,11,CCCCC(=O)OCC(=O)[C@]1(C[C@@H](C2=C(C1)C(=C3C(=C2O)C(=O)C4=C(C3=O)C=CC=C4OC)O)O[C@H]5C[C@@H]([C@@H]([C@@H](O5)C)O)NC(=O)C(F)(F)F)O
1999,3033226,Inactive,0,100.0,289.4,85.6,318.0,20,2,4,5,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO
2000,2898,Inactive,0,100.0,364.4,52.6,503.0,27,0,4,6,CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C
2001,16219127,Inactive,0,100.0,432.3,65.09899999999999,561.0,28,1,6,10,CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C.Cl
2002,17756794,Inactive,0,100.0,446.9,110.0,558.0,30,3,6,11,C1[C@@H]([C@@H]([C@H]([C@@H]1O)/C=C/[C@H](COC2=CC(=CC=C2)Cl)O)C/C=C\\CCCC(=O)[O-])O.[Na+]
2003,54343,Inactive,0,100.0,353.8,91.8,475.0,23,2,5,7,C1=CC(=CC=C1CCNS(=O)(=O)C2=CC=C(C=C2)Cl)CC(=O)O
2004,157313,Inactive,0,100.0,285.77,41.6,378.0,20,2,1,0,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N.Cl
2005,6918305,Inactive,0,100.0,332.5,37.3,542.0,24,1,2,1,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@@](C4)(C)O)C)C
2006,38102,Inactive,0,100.0,383.9,48.1,454.0,27,3,2,5,C1CN(CCC1NC(=O)C2=CC=CC=C2)CCC3=CNC4=CC=CC=C43.Cl
2007,11705034,Inactive,0,100.0,448.4,66.6,506.0,29,3,5,7,C1CCN(CC1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C(=O)N.Cl.Cl
2008,129228,Inactive,0,100.0,238.19,73.8,282.0,17,1,5,3,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
2009,6536,Inactive,0,100.0,438.0,32.7,490.0,31,1,3,10,CCN(CC)CCOC1=CC=C(C=C1)C(CC2=CC=C(C=C2)Cl)(C3=CC=C(C=C3)C)O
2010,5502,Inactive,0,100.0,382.5,61.6,579.0,28,0,6,6,CCC1C(=NN=C(C2=CC(=C(C=C12)OC)OC)C3=CC(=C(C=C3)OC)OC)C
